FrameIndex,Fish0_x,Fish0_y,Fish1_x,Fish1_y,Behavior
239,136,760,1094,833,-1
240,136,761,1094,833,-1
241,136,761,1094,833,-1
242,136,761,1094,833,-1
243,136,761,1094,833,-1
244,136,761,1094,833,-1
245,136,761,1094,833,-1
246,136,761,1094,833,-1
247,136,761,1094,833,-1
248,136,761,1094,833,-1
249,136,761,1094,833,-1
250,136,761,1094,833,-1
251,136,761,1094,833,-1
252,136,761,1094,833,-1
253,136,761,1094,833,-1
254,136,762,1094,833,-1
255,136,762,1094,833,-1
256,136,762,1094,833,-1
257,136,762,1094,833,-1
258,136,762,1094,833,-1
259,136,762,1094,833,-1
260,136,762,1094,833,-1
261,136,761,1094,833,-1
262,136,761,1094,833,-1
263,136,761,1094,833,-1
264,136,761,1094,833,-1
265,136,761,1094,833,-1
266,137,760,1094,833,-1
267,137,760,1094,833,-1
268,143,721,1094,833,-1
269,147,721,1094,833,-1
270,143,692,1094,833,-1
271,135,739,1094,833,-1
272,135,708,1094,833,-1
273,136,766,1094,833,-1
274,136,708,1094,833,-1
275,135,766,1094,833,-1
276,135,672,1094,833,-1
277,139,673,1094,833,-1
278,142,673,1094,833,-1
279,143,680,1094,833,-1
280,144,685,1094,833,-1
281,144,690,1094,833,-1
282,145,695,1094,833,-1
283,145,700,1094,833,-1
284,145,705,1094,833,-1
285,145,705,1094,833,-1
286,139,668,1094,833,-1
287,139,668,1094,833,-1
288,146,703,1094,833,-1
289,146,703,1094,833,-1
290,145,696,1094,833,-1
291,145,696,1094,833,-1
292,146,702,1094,833,-1
293,146,707,1094,833,-1
294,146,708,1094,833,-1
295,146,709,1094,833,-1
296,146,708,1094,833,-1
297,146,707,1094,833,-1
298,146,706,1094,833,-1
299,146,706,1094,833,-1
300,146,722,1094,833,-1
301,137,753,1094,833,-1
302,137,756,1094,833,-1
303,137,757,1094,833,-1
304,137,762,1094,833,-1
305,137,762,1094,833,-1
306,136,750,1094,833,-1
307,136,750,1094,833,-1
308,136,758,1094,833,-1
309,136,762,1094,833,-1
310,136,762,1094,833,-1
311,136,762,1094,833,-1
312,136,762,1094,833,-1
313,136,762,1094,833,-1
314,136,762,1094,833,-1
315,136,762,1094,833,-1
316,137,762,1094,833,-1
317,137,758,1094,833,-1
318,137,758,1094,833,-1
319,147,722,1094,833,-1
320,147,727,1094,833,-1
321,147,727,1094,833,-1
322,138,750,1094,833,-1
323,137,758,1094,833,-1
324,137,760,1094,833,-1
325,137,760,1094,833,-1
326,137,760,1094,833,-1
327,136,760,1094,833,-1
328,136,716,1094,833,-1
329,146,716,1094,833,-1
330,146,715,1094,833,-1
331,146,715,1094,833,-1
332,144,711,1094,833,-1
333,144,704,1094,833,-1
334,144,704,1094,833,-1
335,138,763,1094,833,-1
336,138,763,1094,833,-1
337,140,678,1094,833,-1
338,142,673,1094,833,-1
339,142,673,1094,833,-1
340,139,673,1094,833,-1
341,138,764,1094,833,-1
342,139,764,1094,833,-1
343,138,764,1094,833,-1
344,138,763,1094,833,-1
345,138,763,1094,833,-1
346,138,763,1094,833,-1
347,139,763,1094,833,-1
348,138,763,1094,833,-1
349,137,763,1094,833,-1
350,137,766,1094,833,-1
351,137,766,1094,833,-1
352,137,766,1094,833,-1
353,137,766,1094,833,-1
354,137,766,1094,833,-1
355,139,667,1094,833,-1
356,1490,318,1094,833,-1
357,1506,318,1094,833,-1
358,1526,324,1094,833,-1
359,1547,330,1094,833,-1
360,1556,333,1094,833,-1
361,1584,346,1094,833,-1
362,1604,346,1094,833,-1
363,1609,366,1094,833,-1
364,1609,375,1094,833,-1
365,1608,378,1094,833,-1
366,1608,380,1094,833,-1
367,1602,383,1094,833,-1
368,1599,383,1094,833,-1
369,1562,383,1094,833,-1
370,1530,388,1094,833,-1
371,1506,394,1094,833,-1
372,1487,398,1094,833,-1
373,1472,398,1094,833,-1
374,1461,396,1094,833,-1
375,1450,392,1094,833,-1
376,1439,389,1094,833,-1
377,1427,388,1094,833,-1
378,1407,385,1094,833,-1
379,1391,363,1094,833,-1
380,1391,349,1094,833,-1
381,1396,343,1094,833,-1
382,1399,343,1094,833,-1
383,1438,353,1094,833,-1
384,1463,363,1094,833,-1
385,1484,374,1094,833,-1
386,1502,384,1094,833,-1
387,1506,394,1094,833,-1
388,1529,404,1094,833,-1
389,1542,405,1094,833,-1
390,1546,405,1094,833,-1
391,1546,400,1094,833,-1
392,1545,396,1094,833,-1
393,1537,370,1094,833,-1
394,1515,368,1094,833,-1
395,1491,367,1094,833,-1
396,1465,364,1094,833,-1
397,1444,359,1094,833,-1
398,1431,353,1094,833,-1
399,1421,348,1094,833,-1
400,1410,343,1094,833,-1
401,1398,338,1094,833,-1
402,1388,338,1094,833,-1
403,1376,338,1094,833,-1
404,1375,342,1094,833,-1
405,1375,352,1094,833,-1
406,1395,361,1094,833,-1
407,1416,368,1094,833,-1
408,1433,374,1094,833,-1
409,1447,381,1094,833,-1
410,1461,386,1094,833,-1
411,1488,389,1094,833,-1
412,1511,389,1094,833,-1
413,1522,390,1094,833,-1
414,1530,390,1094,833,-1
415,1541,389,1094,833,-1
416,1542,387,1094,833,-1
417,1542,386,1094,833,-1
418,1518,386,1094,833,-1
419,1482,389,1094,833,-1
420,1446,391,1094,833,-1
421,1417,393,1094,833,-1
422,1393,394,1094,833,-1
423,1373,394,1094,833,-1
424,1355,393,1094,833,-1
425,1278,393,1094,833,-1
426,1199,435,1094,833,-1
427,1134,465,1094,833,-1
428,1080,485,1094,833,-1
429,1035,500,1094,833,-1
430,997,512,1094,833,-1
431,965,523,1094,833,-1
432,937,531,1094,833,-1
433,911,538,1094,833,-1
434,891,541,1094,833,-1
435,864,543,1094,833,-1
436,840,552,1094,833,-1
437,821,564,1094,833,-1
438,814,574,1094,833,-1
439,814,587,1094,833,-1
440,833,601,1094,833,-1
441,851,613,1094,833,-1
442,868,622,1094,833,-1
443,882,628,1094,833,-1
444,892,634,1094,833,-1
445,901,639,1094,833,-1
446,910,642,1094,833,-1
447,919,645,1094,833,-1
448,929,648,1094,833,-1
449,952,648,1094,833,-1
450,974,650,1094,833,-1
451,1000,650,1094,833,-1
452,1025,650,1094,833,-1
453,1059,645,1094,833,-1
454,1096,638,1094,833,-1
455,1125,631,1094,833,-1
456,1152,625,1094,833,-1
457,1175,619,1094,833,-1
458,1196,615,1094,833,-1
459,1214,610,1094,833,-1
460,1232,606,1094,833,-1
461,1267,598,1094,833,-1
462,1307,590,1094,833,-1
463,1345,585,1094,833,-1
464,1379,581,1094,833,-1
465,1409,578,1094,833,-1
466,1437,574,1094,833,-1
467,1462,570,1094,833,-1
468,1483,568,1094,833,-1
469,1501,566,1094,833,-1
470,1518,565,1094,833,-1
471,1534,563,1094,833,-1
472,1549,560,1094,833,-1
473,1562,558,1094,833,-1
474,1573,556,1094,833,-1
475,1592,556,1094,833,-1
476,1596,558,1094,833,-1
477,1626,584,1094,833,-1
478,1626,584,1094,833,-1
479,1623,567,1094,833,-1
480,1623,567,1094,833,-1
481,1641,571,1094,833,-1
482,1650,571,1094,833,-1
483,1651,562,1094,833,-1
484,1653,551,1094,833,-1
485,1653,545,1094,833,-1
486,1653,541,1094,833,-1
487,1653,537,1094,833,-1
488,1640,526,1094,833,-1
489,1620,526,1094,833,-1
490,1587,530,1094,833,-1
491,1559,533,1094,833,-1
492,1533,536,1094,833,-1
493,1499,539,1094,833,-1
494,1464,542,1094,833,-1
495,1429,544,1094,833,-1
496,1400,546,1094,833,-1
497,1376,546,1094,833,-1
498,1354,546,1094,833,-1
499,1333,547,1089,812,0
500,1308,550,1062,812,1
501,1268,568,1032,839,1
502,1235,588,1018,854,1
503,1206,607,1007,854,1
504,1181,627,1001,854,1
505,1153,654,988,848,1
506,1130,677,988,823,1
507,1108,697,997,807,1
508,1088,714,1003,793,1
509,1072,728,1003,788,1
510,1044,749,1023,761,1
511,1023,761,1023,761,1
512,1013,774,1023,774,1
513,999,786,1116,786,1
514,989,795,1137,786,1
515,965,803,1162,779,1
516,947,808,1191,756,1
517,936,813,1209,742,1
518,935,814,1223,742,1
519,935,817,1223,742,0
520,969,817,1223,742,0
521,1015,800,1223,742,4
522,1063,773,1223,742,4
523,1103,742,1143,742,4
524,1143,709,1143,709,4
525,1177,682,1143,550,4
526,1206,657,1135,550,4
527,1229,639,1077,570,4
528,1249,625,1018,597,4
529,1264,618,991,645,4
530,1278,612,972,676,4
531,1290,607,960,699,4
532,1302,603,948,716,4
533,1313,600,937,731,4
534,1342,597,933,739,4
535,1351,597,923,764,4
536,1351,617,923,785,0
537,1306,665,924,800,4
538,1277,679,924,804,4
539,1254,692,921,808,4
540,1218,705,921,810,4
541,1160,728,914,813,4
542,1095,753,906,814,4
543,1044,769,872,814,4
544,1002,779,823,809,4
545,969,786,786,803,4
546,940,791,761,797,4
547,917,795,739,789,4
548,898,797,739,774,4
549,881,799,768,765,4
550,863,801,804,756,4
551,847,803,829,754,4
552,830,803,849,754,4
553,827,803,877,756,4
554,827,803,916,761,4
555,833,805,963,766,4
556,843,806,1013,769,0
557,853,807,1067,776,4
558,870,809,1112,785,4
559,890,811,1154,795,4
560,916,812,1225,812,4
561,946,812,1286,824,4
562,989,812,1331,830,4
563,1037,813,1370,835,4
564,1079,816,1406,835,4
565,1123,818,1448,834,4
566,1169,818,1468,828,4
567,1212,818,1487,822,4
568,1247,819,1501,817,4
569,1281,819,1526,804,4
570,1313,817,1551,792,4
571,1340,815,1588,784,4
572,1365,814,1617,770,4
573,1388,813,1635,757,4
574,1408,811,1642,753,4
575,1426,811,1642,745,4
576,1443,810,1639,741,4
577,1456,807,1619,741,4
578,1482,797,1615,744,4
579,1510,784,1611,749,4
580,1550,770,1563,767,4
581,1563,770,1563,770,4
582,1563,773,1563,773,4
583,1557,788,1557,788,0
584,1557,788,1537,802,1
585,1587,771,1498,802,1
586,1587,771,1455,794,1
587,1583,772,1436,794,1
588,1581,772,1409,800,1
589,1574,767,1386,807,1
590,1573,762,1366,814,1
591,1571,759,1352,823,1
592,1562,758,1336,838,1
593,1557,755,1322,855,1
594,1553,755,1309,884,1
595,1550,754,1300,884,1
596,1547,753,1299,879,1
597,1543,753,1277,879,1
598,1532,753,1250,882,1
599,1511,757,1236,906,1
600,1476,764,1235,908,1
601,1442,771,1236,911,1
602,1412,778,1246,911,1
603,1385,785,1246,902,1
604,1361,792,1248,900,1
605,1334,797,1268,898,1
606,1302,807,1282,892,1
607,1274,817,1306,884,1
608,1256,823,1332,873,1
609,1244,823,1332,854,1
610,1234,825,1324,854,1
611,1229,826,1300,851,1
612,1207,830,1286,849,1
613,1184,837,1281,846,1
614,1160,837,1280,845,1
615,1118,840,1280,842,1
616,1111,840,1280,842,1
617,1087,841,1087,842,1
618,1057,843,1057,843,1
619,1028,845,1028,845,1
620,1008,845,1008,845,1
621,1008,841,983,841,1
622,983,829,936,839,1
623,936,829,935,829,1
624,881,829,935,820,1
625,881,817,897,817,1
626,897,805,897,805,1
627,898,798,898,798,1
628,908,793,908,793,1
629,924,790,908,792,1
630,988,782,836,792,1
631,1008,776,822,792,1
632,1026,771,790,797,1
633,1041,767,790,797,1
634,1055,763,803,797,1
635,1067,760,834,795,1
636,1079,757,855,794,1
637,1094,754,884,793,1
638,1116,744,900,793,1
639,1141,735,921,794,1
640,1166,726,925,796,1
641,1186,719,925,798,1
642,1202,715,918,801,1
643,1218,710,910,803,1
644,1233,707,881,805,1
645,1248,704,881,805,1
646,1258,702,914,808,1
647,1278,697,953,809,1
648,1278,697,982,808,1
649,1271,697,1029,804,1
650,1262,699,1076,800,1
651,1249,700,1116,797,1
652,1237,701,1144,788,1
653,1226,702,1168,776,1
654,1218,702,1184,763,1
655,1210,703,1198,752,1
656,1208,704,1210,744,1
657,1201,704,1210,742,1
658,1190,747,1220,712,1
659,1190,748,1220,712,1
660,1212,748,1233,715,1
661,1212,748,1248,719,1
662,1212,748,1263,722,1
663,1322,777,1276,725,1
664,1347,788,1289,728,1
665,1359,795,1300,732,1
666,1382,798,1311,736,1
667,1382,798,1319,739,1
668,1406,787,1327,743,1
669,1406,787,1334,745,1
670,1402,787,1335,745,1
671,1399,795,1356,740,1
672,1399,795,1363,728,1
673,1399,785,1363,719,1
674,1392,779,1363,717,1
675,1392,774,1375,697,1
676,1396,760,1375,691,1
677,1397,757,1368,685,1
678,1402,751,1357,660,1
679,1402,746,1366,659,1
680,1412,712,1366,645,1
681,1421,699,1381,632,1
682,1431,695,1393,619,1
683,1452,686,1402,609,1
684,1466,686,1414,600,1
685,1468,693,1415,600,1
686,1468,693,1468,626,1
687,1468,693,1468,632,1
688,1468,693,1443,632,1
689,1468,693,1393,612,1
690,1468,693,1393,607,0
691,1468,693,1468,573,-1
692,1468,693,1515,554,-1
693,1468,693,1515,534,-1
694,1468,693,1515,527,-1
695,1468,693,1515,521,-1
696,1468,693,1514,518,-1
697,1468,693,1511,516,-1
698,1468,693,1509,516,-1
699,1468,693,1504,515,-1
700,1468,693,1493,504,-1
701,1468,693,1485,496,-1
702,1468,693,1463,490,-1
703,1468,693,1438,487,-1
704,1468,693,1413,484,-1
705,1468,693,1370,480,-1
706,1468,693,1368,470,-1
707,1468,693,1359,455,-1
708,1468,693,1346,444,-1
709,1468,693,1336,435,-1
710,1468,693,1320,428,-1
711,1468,693,1320,428,-1
712,1468,693,1326,430,-1
713,1468,693,1343,435,-1
714,1468,693,1353,440,-1
715,1468,693,1359,443,-1
716,1468,693,1366,448,-1
717,1468,693,1376,451,-1
718,1468,693,1386,466,-1
719,1468,693,1409,480,-1
720,1468,693,1439,496,-1
721,1468,693,1462,510,-1
722,1468,693,1483,521,-1
723,1468,693,1502,533,-1
724,1468,693,1518,543,-1
725,1468,693,1534,554,-1
726,1468,693,1549,563,-1
727,1468,693,1564,573,-1
728,1468,693,1577,581,-1
729,1468,693,1589,589,-1
730,1468,693,1599,597,-1
731,1468,693,1608,605,-1
732,1468,693,1617,612,-1
733,1468,693,1623,619,-1
734,1468,693,1630,625,-1
735,1468,693,1636,631,-1
736,1468,693,1642,632,-1
737,1468,693,1649,649,-1
738,1468,693,1649,668,-1
739,1468,693,1647,685,-1
740,1468,693,1643,701,-1
741,1468,693,1639,714,-1
742,1468,693,1635,727,-1
743,1468,693,1629,740,-1
744,1468,693,1613,761,-1
745,1468,693,1592,764,-1
746,1468,693,1579,764,-1
747,1468,693,1572,766,-1
748,1468,693,1572,766,-1
749,1468,693,1570,769,-1
750,1468,693,1570,769,-1
751,1468,693,1561,767,-1
752,1468,693,1556,767,-1
753,1468,693,1537,759,-1
754,1468,693,1513,758,-1
755,1468,693,1472,757,-1
756,1468,693,1424,757,-1
757,1468,693,1374,758,-1
758,1468,693,1330,762,-1
759,1468,693,1293,764,-1
760,1468,693,1260,766,-1
761,1468,693,1230,769,-1
762,1468,693,1202,772,-1
763,1468,693,1178,775,-1
764,1468,693,1154,779,-1
765,1468,693,1132,784,-1
766,1468,693,1115,788,-1
767,1468,693,1090,792,-1
768,1468,693,1065,798,-1
769,1468,693,1045,806,-1
770,1468,693,1031,826,-1
771,1468,693,1011,881,-1
772,1468,693,995,881,-1
773,1468,693,963,881,-1
774,1468,693,955,881,-1
775,1468,693,955,886,-1
776,1468,693,950,892,-1
777,1468,693,944,899,-1
778,1468,693,939,903,-1
779,1468,693,934,909,-1
780,1468,693,930,912,-1
781,1468,693,927,912,-1
782,1468,693,925,912,-1
783,1468,693,920,910,-1
784,1468,693,902,902,-1
785,1468,693,862,894,-1
786,1468,693,820,886,-1
787,1468,693,749,875,-1
788,1468,693,669,865,-1
789,1468,693,602,860,-1
790,1468,693,546,858,-1
791,1468,693,497,855,-1
792,1468,693,462,836,-1
793,1468,693,430,823,-1
794,1468,693,403,816,-1
795,1468,693,378,811,-1
796,1468,693,355,811,-1
797,1468,693,344,807,-1
798,1468,693,336,801,-1
799,1468,693,322,772,-1
800,1468,693,322,762,-1
801,1468,693,326,752,-1
802,1468,693,340,733,-1
803,1468,693,353,723,-1
804,1468,693,399,698,-1
805,1468,693,451,678,-1
806,1468,693,495,668,-1
807,1468,693,536,660,-1
808,1468,693,573,654,-1
809,1468,693,606,650,-1
810,1468,693,638,646,-1
811,1468,693,668,642,-1
812,1468,693,694,639,-1
813,1468,693,716,637,-1
814,1468,693,737,635,-1
815,1468,693,774,624,-1
816,1468,693,809,598,-1
817,1468,693,814,589,-1
818,1468,693,814,579,-1
819,1468,693,821,559,-1
820,1468,693,822,530,-1
821,1468,693,822,507,-1
822,1468,693,822,493,-1
823,1468,693,822,471,-1
824,1468,693,817,450,-1
825,1468,693,817,432,-1
826,1468,693,817,431,-1
827,1468,693,809,413,-1
828,1468,693,794,395,-1
829,1468,693,778,381,-1
830,1468,693,763,372,-1
831,1468,693,751,366,-1
832,1468,693,739,360,-1
833,1468,693,729,355,-1
834,1468,693,719,352,-1
835,1468,693,710,349,-1
836,1468,693,698,345,-1
837,1468,693,698,345,-1
838,1468,693,686,342,-1
839,1468,693,682,341,-1
840,1468,693,682,339,-1
841,1468,693,686,308,-1
842,1468,693,686,308,-1
843,1468,693,628,314,-1
844,1468,693,628,314,-1
845,1468,693,624,314,-1
846,1468,693,546,313,-1
847,1468,693,531,315,-1
848,1468,693,531,315,-1
849,1468,693,548,321,-1
850,1468,693,580,321,-1
851,1468,693,607,317,-1
852,1468,693,615,314,-1
853,1468,693,626,311,-1
854,1468,693,639,310,-1
855,1468,693,653,310,-1
856,1468,693,735,313,-1
857,1468,693,748,313,-1
858,1468,693,758,312,-1
859,1468,693,762,311,-1
860,1468,693,763,308,-1
861,1468,693,763,306,-1
862,1468,693,766,304,-1
863,1468,693,775,303,-1
864,1468,693,787,304,-1
865,1468,693,796,304,-1
866,1468,693,802,306,-1
867,1468,693,813,308,-1
868,1468,693,844,314,-1
869,1468,693,856,316,-1
870,1468,693,860,320,-1
871,1468,693,865,325,-1
872,1468,693,871,329,-1
873,1468,693,889,334,-1
874,1468,693,906,339,-1
875,1468,693,931,341,-1
876,1468,693,945,341,-1
877,1468,693,966,340,-1
878,1468,693,990,334,-1
879,1468,693,1009,329,-1
880,1468,693,1026,325,-1
881,1468,693,1041,321,-1
882,1468,693,1054,318,-1
883,1468,693,1067,315,-1
884,1468,693,1078,312,-1
885,1468,693,1086,311,-1
886,1468,693,1111,302,-1
887,1468,693,1142,299,-1
888,1468,693,1168,296,-1
889,1468,693,1188,295,-1
890,1468,693,1204,295,-1
891,1468,693,1221,295,-1
892,1468,693,1237,294,-1
893,1468,693,1251,293,-1
894,1468,693,1258,293,-1
895,1468,693,1258,309,-1
896,1468,693,1241,341,-1
897,1468,693,1222,364,-1
898,1468,693,1149,426,-1
899,1468,693,1149,426,-1
900,1468,693,1141,401,-1
901,1468,693,1150,394,-1
902,1468,693,1201,380,-1
903,1468,693,1201,375,-1
904,1468,693,1200,352,-1
905,1468,693,1149,345,-1
906,1468,693,1101,345,-1
907,1468,693,1058,345,-1
908,1468,693,1024,364,-1
909,1468,693,1024,364,-1
910,1468,693,1025,358,-1
911,1468,693,1046,353,-1
912,1468,693,1059,348,-1
913,1468,693,1070,344,-1
914,1468,693,1081,341,-1
915,1468,693,1089,337,-1
916,1468,693,1101,332,-1
917,1468,693,1101,332,-1
918,1468,693,1097,334,-1
919,1468,693,1071,346,-1
920,1468,693,1040,355,-1
921,1468,693,1015,361,-1
922,1468,693,992,366,-1
923,1468,693,974,371,-1
924,1468,693,957,375,-1
925,1468,693,934,378,-1
926,1468,693,923,381,-1
927,1468,693,906,381,-1
928,1468,693,894,378,-1
929,1468,693,869,367,-1
930,1468,693,866,367,-1
931,1468,693,866,367,-1
932,1468,693,866,367,-1
933,1468,693,866,367,-1
934,1468,693,866,367,-1
935,1468,693,866,367,-1
936,1468,693,866,367,-1
937,1468,693,866,367,-1
938,1468,693,866,367,-1
939,1468,693,866,367,-1
940,1468,693,866,367,-1
941,1468,693,866,367,-1
942,1468,693,866,367,-1
943,1468,693,866,367,-1
944,1468,693,866,367,-1
945,1468,693,866,367,-1
946,1468,693,866,367,-1
947,1468,693,866,367,-1
948,1468,693,866,367,-1
949,1468,693,866,367,-1
950,1468,693,866,367,-1
951,1468,693,866,367,-1
952,1468,693,866,367,-1
953,1468,693,866,367,-1
954,1468,693,866,367,-1
955,1468,693,866,367,-1
956,1468,693,866,367,-1
957,1468,693,866,367,-1
958,1468,693,866,367,-1
959,1468,693,866,367,-1
960,1468,693,866,367,-1
961,1468,693,866,367,-1
962,1468,693,866,367,-1
963,1468,693,866,367,-1
964,1468,693,866,367,-1
965,1468,693,866,367,-1
966,1468,693,866,367,-1
967,1468,693,866,367,-1
968,1468,693,866,367,-1
969,1468,693,866,367,-1
970,1468,693,866,367,-1
971,1468,693,866,367,-1
972,1468,693,866,367,-1
973,1468,693,866,367,-1
974,1468,693,866,367,-1
975,1468,693,866,367,-1
976,1468,693,866,367,-1
977,1468,693,866,367,-1
978,1468,693,866,367,-1
979,1468,693,866,367,-1
980,1468,693,866,367,-1
981,1468,693,866,367,-1
982,1468,693,866,367,-1
983,1468,693,866,367,-1
